anc,psi
3.158349,1.647576
5209.508531,1396.949455
44.69996,20.573125
10.194043,5.317799
205.962516,2772.906812
33.657278,17.557572
488.284585,209.65672
998.245324,145.936459
423.423356,2.186528
2348.329151,731.839465
46.076806,17.821975
172935.033874,16217.861875
7.977539,3.531302
15.663782,6.327187
122.966489,37.825438
40.605646,21.18224
38.63158,20.152453
341.279184,72.944132
44959.337061,4515.414726
91.440457,18.51082
18.22834,9.50895
106.622842,55.620606
28.738517,12.810232
30.510375,4.4589
105.295785,50.149994
10.05696,4.626732
470.589969,203.051807
67.607671,35.268049
10.650454,5.555889
1275.473547,1.980163
21.17024,11.043615
132.376457,0.269584
200.812564,103.850414
127.459065,940.636084
530.443871,167.039357
226.055749,111.921439
10.486443,5.470331
151.585578,71.969137
18.98852,9.905504
152.293023,2064.227573
28.812365,0.151214
29.964896,406.153625
101.956562,53.186406
2535.686094,803.740468
9.248819,4.824716
833.006272,158.62483
41.647379,21.725668
598.166011,104.651864
101.024051,52.699955
57.466113,24.020717
30.091811,15.697619
19.990984,10.428446
44.468872,23.19752
253.961751,124.091333
505.348275,134.691506
601.806103,251.110267
35.188254,16.131369
1097.740719,10721.728496
328.541121,74.782632
284.94614,32.969894
706.034495,256.895123
231.02612,0.388416
445.294193,187.015698
467.075804,115.917558
16.534583,0.101766
31.385276,13.783774
200.32017,117.237954
20.788131,10.653287
377.848796,166.378554
23.881921,12.458183
10.932583,5.703063
113.822377,59.376298
106.524817,53.951335
540.925859,228.879221
300.94169,175.991751
478.373823,151.407992
36.819809,17.518162
41.699108,21.752652
91.997831,26.319247
780.928562,3.475291
3.376235,1.761238
5848.694184,1509.508591
33.000873,14.159488
100.756404,24.482054
323.607741,126.366944
311.546188,142.316917
12.182226,1.224129
112.343257,58.604703
532.823681,222.949688
34.814898,18.060313
295.761461,136.917774
45.951677,12.93182
230.110513,115.381809
102.745165,53.597787
302.435382,4.470038
7.04551,2.595213
9.996477,5.214737
101.317309,34.193758
29.940383,14.326389
27.062156,10.087278
52.342249,26.400102
62.128614,32.409858
264.004396,124.018367
36.664569,3.259691
14.086266,1.758497
398.89095,170.279887
4902.769717,1343.006603
188.730686,98.45278
49.355626,21.567797
45.701286,20.091044
373.56496,167.765672
44.21104,20.154917
696.217215,85.283258
428.528169,184.832958
13.675415,1.525131
454.980532,195.087193
309.942424,144.533251
35261.022386,5016.631509
2725.563041,728.967152
586.353218,243.516296
49.367203,13.676011
224.191116,113.22028
145.360113,68.749164
44.833333,19.874174
20.020335,10.443758
17.143229,0.30062
21.118943,11.016855
144.677196,64.532376
25.715633,11.413388
165.5785,86.375268
413.062051,124.058802
5.033638,2.625834
21.93977,9.556741
54.771838,28.57214
6.929421,3.614784
31.941793,16.662676
9.075471,4.734287
36.814303,17.904127
31.171113,1389.212819
4.85419,2.532224
483.585902,207.940948
12.564956,6.554603
29.652909,9.308414
474.339314,189.74266
53.28643,23.149578
122.071302,38.355348
2.876939,1.500776
17.323675,9.037025
61.399827,19.192036
312.113446,108.130959
21.776461,3.856288
206.386264,30.495787
143.399249,46.271622
42.654045,16.814818
223.232894,94.171771
86.423901,45.083677
87.695965,31.390901
49.88338,0.902855
30.914054,16.126548
11.233892,0.709688
5640.660595,6.413897
2552.055089,1927.930599
38.640799,14.285686
5.369264,2.25341
536.619689,165.293008
13.315463,5.159147
112.97927,54.572416
88.822992,46.33518
101.044682,1369.591429
2.719891,1.418851
17.673271,9.219394
22.482275,0.075161
25.173125,13.131749
24.146579,9.068558
993.751886,387.583217
1872.704718,645.228218
6.689441,3.489597
29086.762593,1367.249562
5893.488026,1516.702726
20.257165,9.42417
139.687434,25.302684
397.167486,167.895048
397.167486,167.895048
100.261181,43.467064
96.74964,1.067312
1002.173963,397.875446
47.710217,22.545164
122.790348,45.28577
500.025095,8.11363
3.384913,0.381349
34.2053,17.843451
60.485833,26.894496
50.880801,24.740231
848.712546,209.665132
31.740472,12.767136
487.413669,209.338697
1607.865503,570.450933
400.157424,159.681406
601.63925,244.948499
86.957777,45.362177
431.50752,165.375698
121.890615,63.585155
6501.543591,1513.918056
29.885835,15.59017
2049.884415,16457.698548
58.972883,30.763647
23.066065,11.586142
28.268556,0.84573
49.679362,25.915612
79.715948,41.584423
2.332682,0.500604
13.148569,51.287747
376.21874,168.734727
49.679362,25.915612
56.744957,301.630575
4752.17775,1339.440077
392.195622,174.568849
3.272891,1.030348
126.353318,45.72446
397.701725,146.991332
8.108072,2.381245
151.308005,78.930957
93.487421,48.768415
236.885391,115.9035
463.876067,188.078357
11.918529,6.21739
2.254007,1.175819
61.165243,30.649459
768.352625,248.936725
181.608021,76.275842
36.609854,15.972329
946.614583,375.398517
51.654058,6364.146688
51.654058,6364.146688
2.92638,0.890591
67.972886,921.32588
130.624347,68.141171
18.779708,0.010105
17.348666,235.149281
47.42084,5.900317
97.097739,50.651765
156.032494,23.515439
68.581484,27.126684
127.17469,66.341632
2903.817629,892.486014
99.648509,45.893754
34.66216,18.081775
198.740358,27.389857
467.345007,192.70508
4256.132307,1256.444281
5.078735,0.133288
10176.232249,2116.291252
9.727144,5.074237
127.812545,3.16224
231.462188,2039.177415
32.746243,17.082323
323.154635,149.357825
62.459806,1.257725
2.324908,1.12451
152.271993,69.160071
2.03845,1.063372
13.148569,1.973883
1521.195545,527.919525
203.467726,96.944962
14.169598,4.567906
10.188519,0.065308
19.477675,8.868407
565.301975,174.041876
514.121503,219.091336
751.485046,1.408051
2.183598,1.13909
1602.4609,574.740859
249.145096,114.956723
492.570971,193.081578
30.204774,9.748859
12450.580162,2544.218912
1368.922001,0.12626
4277.727471,924.445893
2.86144,0.111472
5.002554,2.214408
3405.416617,1026.889793
131.743171,13.251029
103.163861,27.174948
659743.377234,27608.168796
498.925421,89.358074
22.259401,301.71092
144.601387,63.522789
11.659732,6.082387
1437.408272,531.690388
460.777904,174.433187
16.231812,8.467446
27.433154,14.31071
214.47881,111.119642
578.029868,135.421796
255.207603,5.321546
100.80597,0.801737
3.178701,1.658192
161.172697,30.665652
89.322634,33.993913
199.905299,104.2821
26.241979,0.562218
30.040587,15.670897
190.68314,96.974889
116.843887,60.952491
55.486229,11.97399
29.423016,8.686917
10.453008,4.173598
57.571361,20.819617
543.491327,229.816029
410.814005,1682.943998
410.814005,136.791038
11.596425,5.592873
19.698088,5.486173
74.275288,9.046267
65.312109,32.664257
49.137806,24.694905
20.726911,10.812348
152.692431,100.73143
45.093152,38.680046
4834.478028,1343.785295
4834.478028,1343.785295
18.190196,176.579951
12.233402,5.998187
18.190196,0.050529
49.26978,25.70195
3644.892613,1107.177362
970.890708,377.682817
49.998756,21.772465
119.915035,62.554578
1337.250637,505.566396
10.069607,2.861307
23.609634,11.753088
554.062003,218.077159
1252.627463,483.494239
85.024375,1.139114
93.787201,14.221726
71.788228,41.541896
21.398447,4.229602
3.968184,1.739845
955.916044,289.203327
124.313101,55.517587
91.543003,38.359728
65.590983,26.339547
16.556936,0.595448
16.231812,8.467446
30.033492,55.57847
268.56465,589.419282
803.630161,272.644354
116.976895,61.021875
172.187619,89.822964
1115.766927,1.123736
210.701544,108.294425
2.828327,1.475418
14.469686,5.386368
78.815164,41.114522
199.675579,91.364977
79.383033,15.019384
2561.673466,824.93108
108.321216,45.524151
809.65819,128.817466
647.270715,267.712137
5.004548,2.61066
27.51717,7.608746
192.792057,76.459843
12.071192,6.297028
571.433877,3.065131
22.728303,11.85639
72.843409,0.300651
98.919567,8.68475
6.709295,2.439663
52.849538,20.98198
126.599592,63.416654
10.280034,3.99992
80.340125,41.910029
13.273518,1.657036
43.392231,13.499588
40.265093,2.084556
16.015451,7.294917
20.025629,1.344584
8.583631,2.266214
115.320393,54.551688
61.350893,8.15106
164.34687,41.268957
20.966297,2.863452
47.96341,22.688832
83.69745,36.301532
3.396143,1.771623
523.39398,133.246586
14.439903,3.011014
51.430568,525.246813
27.568803,8.969498
8429.609697,1914.948077
516.675227,220.023854
7.953638,1.101856
246.383601,121.324094
19.259834,6.111574
12.017057,6.268787
15.306257,12.40267
30.789761,11.695257
155.01612,80.865323
13.652341,4.165552
7.230396,3.227544
1371.648824,1.648112
532.769408,10.021715
270.025275,62.922244
8760.478442,1513.280166
2305.668068,591.496244
42.474358,22.157067
2443.303644,766.220403
576.506474,216.047213
6030.481448,1381.222257
200.400693,61.902508
701.141855,195.090699
300.304401,175.856084
2952.075927,818.320292
1623.876161,0.826706
45.188134,4.699788
24.003621,9.785872
273.85188,4.112676
2388.615679,679.857859
272.627376,119.52858
19793.795025,88590.757137
12.179118,6.353328
28284.155556,109958.528196
11.210571,5.848078
54.060014,25.243896
37.756774,19.03601
40.144931,19.186125
34280.164916,125974.824792
36.100814,11.568605
113.046232,58.319377
34280.164916,4841.692644
7.548644,6.509577
42.303257,0.30472
30.640048,6.711734
28284.155556,4225.282179
140.618665,73.354782
31.942586,16.663089
30.143383,15.266637
180.878645,2451.686079
287.106486,0.912978
45.668102,9.657215
436.122887,112.675762
103.3962,0.166746
462.691795,0.5991
3269.242592,1009.485455
29.629295,13.112562
11.53787,5.080009
8.02799,4.187861
1564.44951,564.826396
307.908526,15.997092
306.393148,51.813856
16.231812,8.467446
297.365409,133.604552
211.423851,88.750142
12090.715179,63898.029634
12090.715179,2475.893024
5473.965885,1452.397937
465.914174,213.02501
133.822434,68.211019
19.085094,9.955882
255.189434,124.539635
275.585854,105.88151
55.496679,25.668672
41.493136,21.645205
300.003589,132.43574
13.531239,2.503091
908.023188,3.753132
488.743258,100.177886
1438.335106,531.932132
262.606432,19.592242
105.466357,47.868811
252.907598,119.620816
166.08177,86.446734
174.410074,89.293523
277.843513,132.812004
9.616578,0.190372
2.164727,1.129246
28.410103,0.065134
132.138527,55.692017
601.541695,245.713824
30096.982222,3324.442814
89.96303,36.678208
4022.874882,1206.054428
18315.363629,2857.59587
7.819825,4.07927
650.114405,85.824161
282.691466,134.582283
421.328362,180.322422
211.52528,108.595221
8.413155,4.388785
103.709682,43.355794
509.095914,196.683424
172.60185,85.041116
35.964234,0.023616
206184.871248,18061.409399
3059.126176,904.342611
5.357999,2.79504
9.779883,4.700613
600.367917,181.770815
8704.377532,167.850637
18.453961,8.925804
758.648093,308.382729
14.378955,6.664721
6.229291,3.249556
53.089318,26.543004
51.104561,24.335166
8.23193,4.294248
803.104081,319.967078
318.566722,145.889615
95.361597,49.746093
86.405566,39.994734
127.650265,50.651095
4.927261,0.262589
14.348837,7.485178
723.965621,292.363453
15.796153,1.480066
551.289052,232.663448
4082.104542,1221.503226
86.055991,44.891754
19.382046,2.037087
46.636317,22.331099
9057.230061,348.307443
1492.637043,69.543927
650.587135,23.775949
31.096333,9.75593
112.251816,57.324739
163.413762,2186.363135
13.868739,3.996651
89.25188,41.463626
15.137359,5.604716
33.437435,17.442888
1025.063968,13.204159
327.716945,299.23941
97.961833,42.777269
874.659841,350.745608
101.027708,52.701862
124.02565,1.508438
500.986205,71.578502
1304.075696,387.722487
121.045969,56.345666
73.14223,38.155193
39.884548,20.806074
76.225314,31.734973
1228.187656,124.465907
16.327839,8.51754
15.738712,8.210217
448.215677,194.134587
160.284439,83.613581
469.773162,161.706602
4759.126655,265.569378
16.339142,8.523435
505.74495,216.032552
656.735114,267.841051
26.522525,12.426298
2277.538383,750.820479
42.009623,14.998435
80.297504,41.51207
439.635783,188.90945
21.654737,11.125518
60.101788,14.54364
249.327486,114.935112
506.856027,216.438273
573.415526,1.483815
21.163738,7.50262
75.541706,37.641132
966.513099,154.823157
67.995294,921.629615
67.995294,35.470256
4496.62722,1133.982997
8.430817,0.474977
2.509514,1.309106
19.298825,7.003169
34.729604,17.923833
431.256834,188.791744
9.421043,4.914557
97.316082,1.902459
18.551662,7.649492
102.105942,53.264332
59.271882,26.651291
11.857779,5.679169
2.141451,29.025898
11.564252,5.336657
38.003581,3.929688
208.33221,46.577019
3.970243,1.638996
5.104635,2.662871
51.077567,48.103148
163.413762,84.145364
3.929988,0.010286
9540.743531,1375.399045
16.809836,8.768977
341.266396,151.25409
5.770872,3.670689
367.973374,3152.171433
60.592629,21.670984
367.973374,165.723847
302.723465,139.058145
114.755586,2.031631
197.138207,56.267664
1241.275636,303.713567
3222.790056,984.541345
17.711745,8.413638
77.176431,35.682562
77.481307,35.926161
243.364289,120.221561
2.102114,1.096583
32.371192,16.886675
20.912778,10.909307
202.44684,105.280135
33.678119,4.777339
11.261617,0.998501
474.939266,137.081555
143.304699,47.751994
1136.45162,440.261536
69.23806,1.919854
189.310964,98.755486
176.62978,88.670468
54.858218,28.617201
776.565534,293.07765
4344.839101,133.241574
77.299527,34.415545
60.561444,28.772309
340.70801,158.454511
20.375066,10.628805
24.630222,0.050103
16.857578,8.793882
26.913412,7.410229
4020.015083,1205.30851
17.228631,8.987445
81.66922,26.969515
250.693594,51.157584
469.010007,163.709502
20.266902,10.572381
61.22899,31.940562
404.581566,195.755968
7191.699274,1079.392649
782.447332,3.574634
2732.059988,869.372784
19.912234,3.415063
11.358878,5.925444
7.120333,3.147651
1012.640754,309.049289
6.019462,2.615876
416.673613,22.20591
272.005198,130.680083
10.411614,5.431296
252.123346,122.652569
1738.96235,285.510505
59.088325,22.833197
216.696123,101.097448
18.626441,0.66496
2212.994163,733.985491
470.863378,201.46875
407.875527,178.489757
39.569143,0.036443
654.246919,255.937463
80.09903,41.78426
460.846935,148.860028
123.463928,47.155867
167.049314,87.142529
2104.034438,702.62502
14.077535,7.343651
50.359521,26.270422
1402.182414,521.085276
2945.278967,912.342889
276.887673,57.33952
29.405578,15.33964
209.390094,0.501304
103862.950089,12070.167099
183.118829,94.344669
245.173168,3083.447884
323.851129,0.911976
245.173168,120.882092
2.072178,1.080967
10.505711,4.488186
200.938147,54.026073
48150.716782,6256.799293
1515.136091,551.964038
88.700627,1.54851
78.660121,5.868584
262.199779,100.116138
27.097727,14.135732
25.6879,10.710286
64.994246,33.904736
320.350746,104.067256
19.576924,10.145532
7.044932,3.618307
100.143353,0.050529
3008.933516,619.205712
48.849188,25.482545
36.469523,494.319386
36.469523,19.0246
4.692043,0.229497
55.385093,19.728035
1046.225472,334.740632
543.390579,229.779239
222.735217,108.689775
29.228661,0.133653
283.77751,121.941145
17.883411,9.321688
3.81011,1.174598
100.312366,51.01569
35.312569,16.837704
168.83477,54.949415
5.040169,2.629242
80.09903,0.045097
489.255173,153.934925
115.637856,52.498239
316.991039,143.555932
46.546802,24.281489
1053.435143,319.450012
45.100254,21.595531
16.231812,8.467446
25.662796,13.38719
24.405178,12.731144
5.118644,0.447739
345.46518,150.987136
14.009771,0.767956
55.731343,29.072673
36.814033,19.204316
1707.730532,602.198206
6364.032109,1579.412671
3.354503,1.749901
13.968006,7.286515
196.414141,0.470276
1203.585464,454.622401
14.215221,4.904231
167.635216,87.448169
4.681623,63.45618
4.681623,2.442203
463.798204,173.194561
57.31532,29.898967
11.899746,4.239969
5.717092,2.982363
1900.485147,652.474153
64.587429,22.043659
265.901287,116.340777
760.243767,39.781024
159.338676,83.120217
95.700149,40.280438
15.346073,8.005394
69.358901,36.181591
1574.460572,427.052955
3491.066285,27.330336
22.741676,0.103895
61.082999,31.42878
2440.437226,61.680345
10.279189,5.362216
8.366148,2.80216
354.495947,1.094403
41.444131,20.483512
1104.014444,434.496795
246.371238,84.098394
33.455371,14.605861
19.528513,9.765522
157.279016,51.81164
197.621578,103.090781
10.186483,0.23315
184.300725,90.258084
51.182581,26.699778
13.785302,0.102415
406.88816,179.93398
3.217478,1.678421
69.329082,634.354438
5.00228,2.609476
120.465341,62.84165
21.436863,7.024241
22.459708,304.425952
19793.795025,3402.912439
3.45036,1.799905
10.155168,5.297519
159.723493,130.78633
256.535744,86.143186
169.786413,82.976261
256.535744,86.143186
2.477527,1.29242
11.412564,5.953449
874.654232,333.554865
499.663412,598.496921
3168.218388,963.219543
739.199233,295.790569
30.865873,1.738929
18.245124,1.055675
28.83048,14.980731
33929.282081,4856.226587
42.625979,274.311579
2075.195755,382.351626
13.799148,7.198429
233.440685,57.150626
80.482061,36.828627
539.635335,65.769058
316.499649,146.176562
231.862749,116.021656
506.7713,203.440043
62.982143,32.855108
556.046949,212.167809
33.475778,13.190279
524.360058,71.844207
607.178888,227.174576
2.229467,1.163018
128.32671,66.942592
4.432632,2.312315
831.177538,330.095262
284.156901,135.117402
502.422525,211.801024
95.09763,0.007566
